LIB,VER,Z,SYM,A,M,MF,MT,LIBORIG,VERORIG
JEFF,3.2,12,Mg,25,g,3,28,JENDL,3.2
JEFF,3.2,12,Mg,25,g,3,51,JENDL,3.2
JEFF,3.2,12,Mg,24,g,3,103,JENDL,3.3
JEFF,3.2,12,Mg,26,g,3,63,JENDL,3.2
JEFF,3.2,12,Mg,25,g,3,52,JENDL,3.2
JEFF,3.2,12,Mg,24,g,1,451,JEFF,3.2
JEFF,3.2,12,Mg,26,g,3,91,JENDL,3.2
JEFF,3.2,12,Mg,25,g,3,53,JENDL,3.2
JEFF,3.2,12,Mg,25,g,3,54,JENDL,3.2
JEFF,3.2,12,Mg,25,g,3,55,JENDL,3.2
JEFF,3.2,12,Mg,24,g,3,107,JENDL,3.3
JEFF,3.2,12,Mg,26,g,3,103,JENDL,3.2
JEFF,3.2,12,Mg,26,g,3,102,JENDL,3.3
JEFF,3.2,12,Mg,26,g,3,107,JENDL,3.2
JEFF,3.2,12,Mg,24,g,4,16,ENDFB,7.0
JEFF,3.2,12,Mg,24,g,4,2,ENDFB,7.0
JEFF,3.2,12,Mg,24,g,4,22,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,3,56,JENDL,3.2
JEFF,3.2,12,Mg,25,g,3,57,JENDL,3.2
JEFF,3.2,12,Mg,26,g,4,16,JENDL,3.2
JEFF,3.2,12,Mg,25,g,3,58,JENDL,3.2
JEFF,3.2,12,Mg,25,g,3,59,JENDL,3.2
JEFF,3.2,12,Mg,26,g,4,22,JENDL,3.2
JEFF,3.2,12,Mg,24,g,4,28,ENDFB,7.0
JEFF,3.2,12,Mg,26,g,4,2,JENDL,3.3
JEFF,3.2,12,Mg,24,g,4,51,ENDFB,7.0
JEFF,3.2,12,Mg,26,g,4,28,JENDL,3.2
JEFF,3.2,12,Mg,25,g,3,61,JENDL,3.2
JEFF,3.2,12,Mg,25,g,3,62,JENDL,3.2
JEFF,3.2,12,Mg,26,g,4,51,JENDL,3.2
JEFF,3.2,12,Mg,26,g,4,53,JENDL,3.2
JEFF,3.2,12,Mg,26,g,4,52,JENDL,3.2
JEFF,3.2,12,Mg,25,g,3,63,JENDL,3.2
JEFF,3.2,12,Mg,24,g,4,53,ENDFB,7.0
JEFF,3.2,12,Mg,24,g,4,54,ENDFB,7.0
JEFF,3.2,10,Ne,20,g,3,51,JEFF,3.2
JEFF,3.2,11,Na,22,g,1,451,JEFF,3.2
JEFF,3.2,12,Mg,26,g,1,451,JEFF,3.2
JEFF,3.2,10,Ne,20,g,3,71,JEFF,3.2
JEFF,3.2,14,Si,32,g,33,11,JEFF,3.2
JEFF,3.2,12,Mg,24,g,4,55,ENDFB,7.0
JEFF,3.2,12,Mg,24,g,4,56,ENDFB,7.0
JEFF,3.2,12,Mg,24,g,4,57,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,3,64,JENDL,3.2
JEFF,3.2,12,Mg,26,g,4,54,JENDL,3.2
JEFF,3.2,12,Mg,25,g,3,65,JENDL,3.2
JEFF,3.2,12,Mg,25,g,3,66,JENDL,3.2
JEFF,3.2,12,Mg,24,g,4,59,ENDFB,7.0
JEFF,3.2,12,Mg,24,g,4,58,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,1,451,JEFF,3.2
JEFF,3.2,12,Mg,26,g,4,55,JENDL,3.2
JEFF,3.2,12,Mg,26,g,4,56,JENDL,3.2
JEFF,3.2,12,Mg,25,g,3,67,JENDL,3.2
JEFF,3.2,12,Mg,24,g,4,61,ENDFB,7.0
JEFF,3.2,12,Mg,26,g,4,57,JENDL,3.2
JEFF,3.2,12,Mg,25,g,3,91,JENDL,3.2
JEFF,3.2,12,Mg,26,g,4,58,JENDL,3.2
JEFF,3.2,12,Mg,26,g,4,59,JENDL,3.2
JEFF,3.2,12,Mg,25,g,3,102,JENDL,3.3
JEFF,3.2,12,Mg,25,g,3,103,JENDL,3.2
JEFF,3.2,12,Mg,24,g,4,91,ENDFB,7.0
JEFF,3.2,12,Mg,24,g,5,16,ENDFB,7.0
JEFF,3.2,24,Cr,53,g,12,66,TENDL,2009
JEFF,3.2,12,Mg,26,g,4,61,JENDL,3.2
JEFF,3.2,12,Mg,25,g,3,107,JENDL,3.2
JEFF,3.2,12,Mg,26,g,4,62,JENDL,3.2
JEFF,3.2,12,Mg,25,g,4,2,JENDL,3.3
JEFF,3.2,12,Mg,24,g,5,28,ENDFB,7.0
JEFF,3.2,12,Mg,24,g,5,22,ENDFB,7.0
JEFF,3.2,12,Mg,24,g,5,91,ENDFB,7.0
JEFF,3.2,12,Mg,24,g,12,16,JENDL,3.3
JEFF,3.2,12,Mg,26,g,4,63,JENDL,3.2
JEFF,3.2,12,Mg,25,g,4,16,JENDL,3.2
JEFF,3.2,12,Mg,24,g,12,22,JENDL,3.3
JEFF,3.2,12,Mg,26,g,4,91,JENDL,3.2
JEFF,3.2,12,Mg,25,g,4,22,JENDL,3.2
JEFF,3.2,12,Mg,24,g,12,28,JENDL,3.3
JEFF,3.2,12,Mg,26,g,5,16,JENDL,3.3
JEFF,3.2,12,Mg,25,g,4,28,JENDL,3.2
JEFF,3.2,12,Mg,24,g,12,51,JENDL,3.3
JEFF,3.2,12,Mg,26,g,5,22,JENDL,3.3
JEFF,3.2,12,Mg,25,g,4,51,JENDL,3.2
JEFF,3.2,12,Mg,24,g,12,52,JENDL,3.3
JEFF,3.2,12,Mg,26,g,5,28,JENDL,3.3
JEFF,3.2,12,Mg,25,g,4,52,JENDL,3.2
JEFF,3.2,12,Mg,24,g,12,53,JENDL,3.3
JEFF,3.2,12,Mg,26,g,5,91,JENDL,3.3
JEFF,3.2,12,Mg,25,g,4,53,JENDL,3.2
JEFF,3.2,12,Mg,24,g,12,54,JENDL,3.3
JEFF,3.2,12,Mg,26,g,12,16,JENDL,3.3
JEFF,3.2,12,Mg,25,g,4,54,JENDL,3.2
JEFF,3.2,12,Mg,24,g,12,55,JENDL,3.3
JEFF,3.2,12,Mg,26,g,12,22,JENDL,3.3
JEFF,3.2,12,Mg,25,g,4,55,JENDL,3.2
JEFF,3.2,12,Mg,24,g,12,56,JENDL,3.3
JEFF,3.2,12,Mg,26,g,12,28,JENDL,3.3
JEFF,3.2,12,Mg,25,g,4,56,JENDL,3.2
JEFF,3.2,12,Mg,24,g,12,57,JENDL,3.3
JEFF,3.2,12,Mg,26,g,12,51,JENDL,3.3
JEFF,3.2,12,Mg,25,g,4,57,JENDL,3.2
JEFF,3.2,12,Mg,26,g,12,52,JENDL,3.3
JEFF,3.2,12,Mg,25,g,4,58,JENDL,3.2
JEFF,3.2,12,Mg,24,g,12,59,JENDL,3.3
JEFF,3.2,12,Mg,26,g,12,53,JENDL,3.3
JEFF,3.2,12,Mg,25,g,4,59,JENDL,3.2
JEFF,3.2,12,Mg,24,g,12,61,JENDL,3.3
JEFF,3.2,12,Mg,26,g,12,54,JENDL,3.3
JEFF,3.2,12,Mg,25,g,4,61,JENDL,3.2
JEFF,3.2,12,Mg,24,g,12,91,JENDL,3.3
JEFF,3.2,12,Mg,26,g,12,55,JENDL,3.3
JEFF,3.2,12,Mg,25,g,4,62,JENDL,3.2
JEFF,3.2,12,Mg,24,g,12,102,JENDL,3.3
JEFF,3.2,12,Mg,26,g,12,56,JENDL,3.3
JEFF,3.2,12,Mg,25,g,4,63,JENDL,3.2
JEFF,3.2,12,Mg,24,g,12,103,JENDL,3.3
JEFF,3.2,12,Mg,26,g,12,57,JENDL,3.3
JEFF,3.2,12,Mg,25,g,4,64,JENDL,3.2
JEFF,3.2,12,Mg,24,g,12,107,JENDL,3.3
JEFF,3.2,12,Mg,26,g,12,58,JENDL,3.3
JEFF,3.2,12,Mg,25,g,4,65,JENDL,3.2
JEFF,3.2,12,Mg,24,g,14,16,JENDL,3.3
JEFF,3.2,12,Mg,26,g,12,59,JENDL,3.3
JEFF,3.2,12,Mg,25,g,4,66,JENDL,3.2
JEFF,3.2,12,Mg,24,g,14,22,JENDL,3.3
JEFF,3.2,12,Mg,26,g,12,61,JENDL,3.3
JEFF,3.2,12,Mg,25,g,4,67,JENDL,3.2
JEFF,3.2,12,Mg,24,g,14,28,JENDL,3.3
JEFF,3.2,12,Mg,26,g,12,62,JENDL,3.3
JEFF,3.2,12,Mg,25,g,4,91,JENDL,3.2
JEFF,3.2,12,Mg,24,g,14,51,JENDL,3.3
JEFF,3.2,12,Mg,26,g,12,63,JENDL,3.3
JEFF,3.2,12,Mg,24,g,14,52,JENDL,3.3
JEFF,3.2,12,Mg,25,g,5,16,JENDL,3.3
JEFF,3.2,12,Mg,26,g,12,91,JENDL,3.3
JEFF,3.2,12,Mg,25,g,5,22,JENDL,3.3
JEFF,3.2,12,Mg,24,g,14,53,JENDL,3.3
JEFF,3.2,12,Mg,26,g,12,102,JENDL,3.3
JEFF,3.2,12,Mg,25,g,5,28,JENDL,3.3
JEFF,3.2,12,Mg,24,g,14,54,JENDL,3.3
JEFF,3.2,12,Mg,24,g,14,55,JENDL,3.3
JEFF,3.2,12,Mg,26,g,12,103,JENDL,3.3
JEFF,3.2,12,Mg,26,g,12,107,JENDL,3.3
JEFF,3.2,12,Mg,25,g,12,16,JENDL,3.3
JEFF,3.2,12,Mg,24,g,14,56,JENDL,3.3
JEFF,3.2,12,Mg,26,g,14,16,JENDL,3.3
JEFF,3.2,12,Mg,25,g,5,91,JENDL,3.3
JEFF,3.2,12,Mg,25,g,12,22,JENDL,3.3
JEFF,3.2,12,Mg,24,g,14,57,JENDL,3.3
JEFF,3.2,12,Mg,26,g,14,22,JENDL,3.3
JEFF,3.2,12,Mg,25,g,12,28,JENDL,3.3
JEFF,3.2,12,Mg,24,g,14,58,JENDL,3.3
JEFF,3.2,12,Mg,26,g,14,28,JENDL,3.3
JEFF,3.2,12,Mg,24,g,14,59,JENDL,3.3
JEFF,3.2,12,Mg,26,g,14,51,JENDL,3.3
JEFF,3.2,14,Si,30,g,3,3,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,12,51,JENDL,3.3
JEFF,3.2,14,Si,30,g,2,151,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,12,52,JENDL,3.3
JEFF,3.2,12,Mg,24,g,14,61,JENDL,3.3
JEFF,3.2,12,Mg,26,g,14,52,JENDL,3.3
JEFF,3.2,12,Mg,25,g,12,53,JENDL,3.3
JEFF,3.2,12,Mg,24,g,12,58,JEFF,3.1.2
JEFF,3.2,12,Mg,24,g,14,91,JENDL,3.3
JEFF,3.2,12,Mg,26,g,14,53,JENDL,3.3
JEFF,3.2,14,Si,30,g,3,2,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,12,54,JENDL,3.3
JEFF,3.2,14,Si,30,g,3,1,ENDFB,7.0
JEFF,3.2,14,Si,30,g,3,5,ENDFB,7.0
JEFF,3.2,12,Mg,24,g,14,102,JENDL,3.3
JEFF,3.2,12,Mg,26,g,14,54,JENDL,3.3
JEFF,3.2,12,Mg,25,g,12,55,JENDL,3.3
JEFF,3.2,12,Mg,24,g,14,103,JENDL,3.3
JEFF,3.2,12,Mg,26,g,14,55,JENDL,3.3
JEFF,3.2,12,Mg,25,g,12,56,JENDL,3.3
JEFF,3.2,12,Mg,24,g,14,107,JENDL,3.3
JEFF,3.2,14,Si,30,g,3,4,ENDFB,7.0
JEFF,3.2,14,Si,30,g,3,16,ENDFB,7.0
JEFF,3.2,12,Mg,26,g,14,56,JENDL,3.3
JEFF,3.2,12,Mg,25,g,12,57,JENDL,3.3
JEFF,3.2,12,Mg,26,g,14,57,JENDL,3.3
JEFF,3.2,12,Mg,25,g,12,58,JENDL,3.3
JEFF,3.2,12,Mg,26,g,14,58,JENDL,3.3
JEFF,3.2,12,Mg,24,g,15,16,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,12,59,JENDL,3.3
JEFF,3.2,12,Mg,24,g,15,22,ENDFB,7.0
JEFF,3.2,12,Mg,26,g,14,59,JENDL,3.3
JEFF,3.2,14,Si,30,g,3,22,ENDFB,7.0
JEFF,3.2,14,Si,30,g,3,28,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,12,61,JENDL,3.3
JEFF,3.2,12,Mg,26,g,14,61,JENDL,3.3
JEFF,3.2,12,Mg,26,g,14,62,JENDL,3.3
JEFF,3.2,12,Mg,24,g,15,28,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,12,62,JENDL,3.3
JEFF,3.2,12,Mg,25,g,12,63,JENDL,3.3
JEFF,3.2,12,Mg,24,g,15,91,ENDFB,7.0
JEFF,3.2,14,Si,30,g,3,51,ENDFB,7.0
JEFF,3.2,14,Si,30,g,3,52,ENDFB,7.0
JEFF,3.2,14,Si,30,g,3,53,ENDFB,7.0
JEFF,3.2,12,Mg,24,g,15,102,ENDFB,7.0
JEFF,3.2,12,Mg,24,g,15,103,ENDFB,7.0
JEFF,3.2,12,Mg,26,g,14,63,JENDL,3.3
JEFF,3.2,12,Mg,25,g,12,64,JENDL,3.3
JEFF,3.2,12,Mg,26,g,14,91,JENDL,3.3
JEFF,3.2,14,Si,30,g,3,54,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,12,65,JENDL,3.3
JEFF,3.2,12,Mg,26,g,14,102,JENDL,3.3
JEFF,3.2,12,Mg,24,g,15,107,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,12,66,JENDL,3.3
JEFF,3.2,12,Mg,26,g,14,103,JENDL,3.3
JEFF,3.2,12,Mg,25,g,12,67,JENDL,3.3
JEFF,3.2,14,Si,30,g,3,55,ENDFB,7.0
JEFF,3.2,12,Mg,26,g,14,107,JENDL,3.3
JEFF,3.2,12,Mg,25,g,12,91,JENDL,3.3
JEFF,3.2,14,Si,30,g,3,56,ENDFB,7.0
JEFF,3.2,14,Si,30,g,3,91,ENDFB,7.0
JEFF,3.2,14,Si,30,g,3,102,ENDFB,7.0
JEFF,3.2,12,Mg,26,g,15,16,JENDL,3.3
JEFF,3.2,12,Mg,25,g,12,103,JENDL,3.3
JEFF,3.2,12,Mg,25,g,12,102,JENDL,3.3
JEFF,3.2,14,Si,30,g,3,601,ENDFB,7.0
JEFF,3.2,12,Mg,26,g,15,22,JENDL,3.3
JEFF,3.2,14,Si,30,g,3,602,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,12,107,JENDL,3.3
JEFF,3.2,14,Si,30,g,3,603,ENDFB,7.0
JEFF,3.2,14,Si,30,g,3,103,ENDFB,7.0
JEFF,3.2,12,Mg,26,g,15,28,JENDL,3.3
JEFF,3.2,12,Mg,26,g,15,91,JENDL,3.3
JEFF,3.2,14,Si,30,g,1,451,JEFF,3.2
JEFF,3.2,12,Mg,25,g,14,16,JENDL,3.3
JEFF,3.2,14,Si,30,g,3,604,ENDFB,7.0
JEFF,3.2,12,Mg,26,g,15,102,JENDL,3.3
JEFF,3.2,12,Mg,25,g,14,22,JENDL,3.3
JEFF,3.2,14,Si,30,g,3,107,ENDFB,7.0
JEFF,3.2,14,Si,30,g,3,605,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,14,28,JENDL,3.3
JEFF,3.2,12,Mg,26,g,15,103,JENDL,3.3
JEFF,3.2,14,Si,30,g,3,649,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,14,51,JENDL,3.3
JEFF,3.2,12,Mg,26,g,15,107,JENDL,3.3
JEFF,3.2,14,Si,30,g,3,801,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,14,52,JENDL,3.3
JEFF,3.2,14,Si,30,g,3,802,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,14,53,JENDL,3.3
JEFF,3.2,14,Si,30,g,3,803,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,14,54,JENDL,3.3
JEFF,3.2,14,Si,30,g,3,804,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,14,55,JENDL,3.3
JEFF,3.2,14,Si,30,g,3,805,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,14,56,JENDL,3.3
JEFF,3.2,14,Si,30,g,3,806,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,14,57,JENDL,3.3
JEFF,3.2,14,Si,30,g,3,807,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,14,58,JENDL,3.3
JEFF,3.2,14,Si,30,g,3,808,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,14,59,JENDL,3.3
JEFF,3.2,14,Si,30,g,3,809,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,14,61,JENDL,3.3
JEFF,3.2,12,Mg,25,g,14,63,JENDL,3.3
JEFF,3.2,14,Si,30,g,3,811,ENDFB,7.0
JEFF,3.2,14,Si,30,g,3,849,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,14,64,JENDL,3.3
JEFF,3.2,12,Mg,25,g,14,65,JENDL,3.3
JEFF,3.2,12,Mg,25,g,14,66,JENDL,3.3
JEFF,3.2,12,Mg,25,g,14,67,JENDL,3.3
JEFF,3.2,10,Ne,20,g,3,2,JEFF,3.2
JEFF,3.2,18,Ar,40,g,4,71,JENDL,3.2
JEFF,3.2,10,Ne,20,g,3,1,JEFF,3.2
JEFF,3.2,12,Mg,25,g,14,91,JENDL,3.3
JEFF,3.2,12,Mg,25,g,14,102,JENDL,3.3
JEFF,3.2,10,Ne,20,g,3,3,JEFF,3.2
JEFF,3.2,10,Ne,20,g,2,151,JEFF,3.2
JEFF,3.2,14,Si,30,g,4,2,ENDFB,7.0
JEFF,3.2,10,Ne,20,g,3,4,JEFF,3.2
JEFF,3.2,10,Ne,20,g,3,24,JEFF,3.2
JEFF,3.2,14,Si,30,g,6,16,ENDFB,7.0
JEFF,3.2,10,Ne,20,g,3,5,JEFF,3.2
JEFF,3.2,10,Ne,20,g,1,451,JEFF,3.2
JEFF,3.2,14,Si,30,g,6,22,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,14,103,JENDL,3.3
JEFF,3.2,12,Mg,25,g,14,107,JENDL,3.3
JEFF,3.2,14,Si,30,g,6,28,ENDFB,7.0
JEFF,3.2,14,Si,30,g,6,51,ENDFB,7.0
JEFF,3.2,10,Ne,20,g,3,32,JEFF,3.2
JEFF,3.2,14,Si,30,g,6,52,ENDFB,7.0
JEFF,3.2,10,Ne,20,g,3,22,JEFF,3.2
JEFF,3.2,12,Mg,25,g,15,16,JENDL,3.3
JEFF,3.2,12,Mg,25,g,15,22,JENDL,3.3
JEFF,3.2,14,Si,30,g,6,5,ENDFB,7.1
JEFF,3.2,14,Si,30,g,6,53,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,15,28,JENDL,3.3
JEFF,3.2,10,Ne,20,g,3,29,JEFF,3.2
JEFF,3.2,10,Ne,20,g,3,34,JEFF,3.2
JEFF,3.2,10,Ne,20,g,3,33,JEFF,3.2
JEFF,3.2,14,Si,30,g,6,54,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,15,91,JENDL,3.3
JEFF,3.2,10,Ne,20,g,3,28,JEFF,3.2
JEFF,3.2,14,Si,30,g,6,55,ENDFB,7.0
JEFF,3.2,10,Ne,20,g,3,16,JEFF,3.2
JEFF,3.2,10,Ne,20,g,3,41,JEFF,3.2
JEFF,3.2,12,Mg,25,g,15,102,JENDL,3.3
JEFF,3.2,10,Ne,20,g,3,44,JEFF,3.2
JEFF,3.2,14,Si,30,g,6,56,ENDFB,7.0
JEFF,3.2,13,Al,27,g,6,704,ENDFB,7.0
JEFF,3.2,12,Mg,25,g,15,103,JENDL,3.3
JEFF,3.2,12,Mg,25,g,15,107,JENDL,3.3
JEFF,3.2,14,Si,30,g,6,601,ENDFB,7.0
JEFF,3.2,10,Ne,20,g,3,45,JEFF,3.2
JEFF,3.2,14,Si,30,g,6,91,ENDFB,7.0
JEFF,3.2,14,Si,30,g,6,602,ENDFB,7.0
JEFF,3.2,10,Ne,20,g,3,52,JEFF,3.2
JEFF,3.2,14,Si,30,g,6,603,ENDFB,7.0
JEFF,3.2,10,Ne,20,g,3,53,JEFF,3.2
JEFF,3.2,14,Si,30,g,6,604,ENDFB,7.0
JEFF,3.2,10,Ne,20,g,3,55,JEFF,3.2
JEFF,3.2,10,Ne,20,g,3,54,JEFF,3.2
JEFF,3.2,14,Si,31,g,1,451,JEFF,3.2
JEFF,3.2,10,Ne,20,g,3,56,JEFF,3.2
JEFF,3.2,14,Si,31,g,2,151,JEFF,3.2
JEFF,3.2,14,Si,31,g,3,1,JEFF,3.2
JEFF,3.2,14,Si,30,g,6,605,ENDFB,7.0
JEFF,3.2,10,Ne,20,g,3,57,JEFF,3.2
JEFF,3.2,14,Si,31,g,3,2,JEFF,3.2
JEFF,3.2,14,Si,31,g,3,3,JEFF,3.2
JEFF,3.2,10,Ne,20,g,3,58,JEFF,3.2
JEFF,3.2,14,Si,30,g,6,649,ENDFB,7.0
JEFF,3.2,14,Si,31,g,3,4,JEFF,3.2
JEFF,3.2,16,S,33,g,3,3,JEFF,3.2
JEFF,3.2,14,Si,30,g,6,801,ENDFB,7.0
JEFF,3.2,10,Ne,20,g,3,59,JEFF,3.2
JEFF,3.2,14,Si,31,g,3,11,JEFF,3.2
JEFF,3.2,14,Si,30,g,6,802,ENDFB,7.0
JEFF,3.2,16,S,33,g,2,151,JEFF,3.2
JEFF,3.2,10,Ne,20,g,3,61,JEFF,3.2
JEFF,3.2,14,Si,31,g,3,5,JEFF,3.2
JEFF,3.2,16,S,33,g,3,5,JEFF,3.2
JEFF,3.2,16,S,33,g,1,451,JEFF,3.2
JEFF,3.2,16,S,33,g,3,11,JEFF,3.2
JEFF,3.2,10,Ne,20,g,3,62,JEFF,3.2
JEFF,3.2,16,S,33,g,3,2,JEFF,3.2
JEFF,3.2,15,P,31,g,3,3,JEFF,3.2
JEFF,3.2,14,Si,30,g,6,803,ENDFB,7.0
JEFF,3.2,16,S,33,g,3,1,JEFF,3.2
JEFF,3.2,14,Si,31,g,3,16,JEFF,3.2
JEFF,3.2,14,Si,30,g,6,804,ENDFB,7.0
JEFF,3.2,10,Ne,20,g,3,63,JEFF,3.2
JEFF,3.2,15,P,31,g,1,451,JEFF,3.2
JEFF,3.2,16,S,33,g,3,17,JEFF,3.2
JEFF,3.2,15,P,31,g,2,151,JEFF,3.2
JEFF,3.2,15,P,31,g,3,11,JEFF,3.2
JEFF,3.2,14,Si,30,g,6,805,ENDFB,7.0
JEFF,3.2,14,Si,31,g,3,17,JEFF,3.2
JEFF,3.2,10,Ne,20,g,3,64,JEFF,3.2
JEFF,3.2,16,S,33,g,3,4,JEFF,3.2
JEFF,3.2,14,Si,30,g,6,806,ENDFB,7.0
JEFF,3.2,10,Ne,20,g,3,65,JEFF,3.2
JEFF,3.2,14,Si,31,g,3,22,JEFF,3.2
JEFF,3.2,15,P,31,g,3,1,JEFF,3.2
JEFF,3.2,14,Si,31,g,3,24,JEFF,3.2
JEFF,3.2,15,P,31,g,3,5,JEFF,3.2
JEFF,3.2,10,Ne,20,g,3,66,JEFF,3.2
JEFF,3.2,15,P,31,g,3,2,JEFF,3.2
JEFF,3.2,14,Si,30,g,6,807,ENDFB,7.0
JEFF,3.2,14,Si,31,g,3,28,JEFF,3.2
JEFF,3.2,15,P,31,g,3,17,JEFF,3.2
JEFF,3.2,14,Si,31,g,3,29,JEFF,3.2
JEFF,3.2,10,Ne,20,g,3,67,JEFF,3.2
JEFF,3.2,16,S,33,g,3,24,JEFF,3.2
JEFF,3.2,15,P,31,g,3,4,JEFF,3.2
JEFF,3.2,14,Si,30,g,6,808,ENDFB,7.0
JEFF,3.2,16,S,33,g,3,16,JEFF,3.2
JEFF,3.2,15,P,31,g,3,24,JEFF,3.2
JEFF,3.2,10,Ne,20,g,3,68,JEFF,3.2
JEFF,3.2,14,Si,30,g,6,809,ENDFB,7.0
JEFF,3.2,14,Si,32,g,1,451,JEFF,3.2
JEFF,3.2,16,S,33,g,3,29,JEFF,3.2
JEFF,3.2,14,Si,31,g,3,33,JEFF,3.2
JEFF,3.2,10,Ne,20,g,3,69,JEFF,3.2
JEFF,3.2,14,Si,31,g,3,32,JEFF,3.2
JEFF,3.2,14,Si,32,g,2,151,JEFF,3.2
JEFF,3.2,14,Si,30,g,6,811,ENDFB,7.0
JEFF,3.2,14,Si,32,g,3,1,JEFF,3.2
JEFF,3.2,14,Si,31,g,3,34,JEFF,3.2
JEFF,3.2,15,P,31,g,3,29,JEFF,3.2
JEFF,3.2,16,S,33,g,3,22,JEFF,3.2
JEFF,3.2,15,P,31,g,3,16,JEFF,3.2
JEFF,3.2,14,Si,32,g,3,2,JEFF,3.2
JEFF,3.2,16,S,33,g,3,32,JEFF,3.2
JEFF,3.2,16,S,33,g,3,33,JEFF,3.2
JEFF,3.2,10,Ne,20,g,3,72,JEFF,3.2
JEFF,3.2,14,Si,30,g,6,849,ENDFB,7.0
JEFF,3.2,16,S,32,g,1,451,JEFF,3.2
JEFF,3.2,16,S,33,g,3,28,JEFF,3.2
JEFF,3.2,15,P,31,g,3,22,JEFF,3.2
JEFF,3.2,14,Si,31,g,3,37,JEFF,3.2
JEFF,3.2,14,Si,32,g,3,3,JEFF,3.2
JEFF,3.2,16,S,32,g,2,151,JEFF,3.2
JEFF,3.2,16,S,32,g,3,3,JEFF,3.2
JEFF,3.2,14,Si,31,g,3,41,JEFF,3.2
JEFF,3.2,10,Ne,20,g,3,73,JEFF,3.2
JEFF,3.2,16,S,32,g,3,1,JEFF,3.2
JEFF,3.2,15,P,31,g,3,32,JEFF,3.2
JEFF,3.2,16,S,33,g,3,34,JEFF,3.2
JEFF,3.2,16,S,34,g,4,77,JEFF,3.2
JEFF,3.2,14,Si,30,g,12,51,ENDFB,7.0
JEFF,3.2,14,Si,32,g,3,4,JEFF,3.2
JEFF,3.2,10,Ne,20,g,3,74,JEFF,3.2
JEFF,3.2,15,P,31,g,3,33,JEFF,3.2
JEFF,3.2,14,Si,32,g,3,5,JEFF,3.2
JEFF,3.2,15,P,31,g,3,34,JEFF,3.2
JEFF,3.2,16,S,32,g,3,2,JEFF,3.2
JEFF,3.2,16,S,33,g,3,41,JEFF,3.2
JEFF,3.2,15,P,31,g,3,28,JEFF,3.2
JEFF,3.2,14,Si,30,g,12,52,ENDFB,7.0
JEFF,3.2,14,Si,31,g,3,51,JEFF,3.2
JEFF,3.2,16,S,33,g,3,44,JEFF,3.2
JEFF,3.2,16,S,32,g,3,5,JEFF,3.2
JEFF,3.2,10,Ne,20,g,3,75,JEFF,3.2
JEFF,3.2,14,Si,32,g,3,11,JEFF,3.2
JEFF,3.2,14,Si,30,g,12,53,ENDFB,7.0
JEFF,3.2,16,S,33,g,3,45,JEFF,3.2
JEFF,3.2,14,Si,31,g,3,52,JEFF,3.2
JEFF,3.2,14,Si,30,g,12,54,ENDFB,7.0
JEFF,3.2,10,Ne,20,g,3,91,JEFF,3.2
JEFF,3.2,15,P,31,g,3,41,JEFF,3.2
JEFF,3.2,15,P,31,g,3,42,JEFF,3.2
JEFF,3.2,16,S,32,g,3,4,JEFF,3.2
JEFF,3.2,16,S,32,g,3,17,JEFF,3.2
JEFF,3.2,14,Si,31,g,3,53,JEFF,3.2
JEFF,3.2,10,Ne,20,g,3,102,JEFF,3.2
JEFF,3.2,14,Si,31,g,3,54,JEFF,3.2
JEFF,3.2,15,P,31,g,3,44,JEFF,3.2
JEFF,3.2,14,Si,30,g,12,55,ENDFB,7.0
JEFF,3.2,14,Si,32,g,3,16,JEFF,3.2
JEFF,3.2,14,Si,32,g,3,17,JEFF,3.2
JEFF,3.2,16,S,32,g,3,24,JEFF,3.2
JEFF,3.2,14,Si,31,g,3,55,JEFF,3.2
JEFF,3.2,10,Ne,20,g,3,103,JEFF,3.2
JEFF,3.2,16,S,32,g,3,16,JEFF,3.2
JEFF,3.2,12,Mg,27,g,1,451,JEFF,3.2
